Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Jul 2025,KEN,16617000,Others,Turkana,current,2025-07-01,2025-09-30,3,153450,0.15
Jul 2025,KEN,16617000,Others,Turkana,current,2025-07-01,2025-09-30,4,51150,0.05
Jul 2025,KEN,16617000,Others,Turkana,current,2025-07-01,2025-09-30,5,0,0
Jul 2025,KEN,16617000,Others,Turkana,first projection,2025-10-01,2026-01-31,all,1023000,1.0
Jul 2025,KEN,16617000,Others,Turkana,first projection,2025-10-01,2026-01-31,3+,255750,0.25
Jul 2025,KEN,16617000,Others,Turkana,first projection,2025-10-01,2026-01-31,1,204600,0.2
Jul 2025,KEN,16617000,Others,Turkana,first projection,2025-10-01,2026-01-31,2,562650,0.55
Jul 2025,KEN,16617000,Others,Turkana,first projection,2025-10-01,2026-01-31,3,204600,0.2
Jul 2025,KEN,16617000,Others,Turkana,first projection,2025-10-01,2026-01-31,4,51150,0.05
Jul 2025,KEN,16617000,Others,Turkana,first projection,2025-10-01,2026-01-31,5,0,0
Jul 2025,KEN,16617000,Others,Nyeri,current,2025-07-01,2025-09-30,all,205000,1.0
Jul 2025,KEN,16617000,Others,Nyeri,current,2025-07-01,2025-09-30,3+,10250,0.05
Jul 2025,KEN,16617000,Others,Nyeri,current,2025-07-01,2025-09-30,1,112750,0.55
Jul 2025,KEN,16617000,Others,Nyeri,current,2025-07-01,2025-09-30,2,82000,0.4
Jul 2025,KEN,16617000,Others,Nyeri,current,2025-07-01,2025-09-30,3,10250,0.05
Jul 2025,KEN,16617000,Others,Nyeri,current,2025-07-01,2025-09-30,4,0,0
Jul 2025,KEN,16617000,Others,Nyeri,current,2025-07-01,2025-09-30,5,0,0
Jul 2025,KEN,16617000,Others,Nyeri,first projection,2025-10-01,2026-01-31,all,205000,1.0
Jul 2025,KEN,16617000,Others,Nyeri,first projection,2025-10-01,2026-01-31,3+,10250,0.05
Jul 2025,KEN,16617000,Others,Nyeri,first projection,2025-10-01,2026-01-31,1,102500,0.5
Jul 2025,KEN,16617000,Others,Nyeri,first projection,2025-10-01,2026-01-31,2,92250,0.45
Jul 2025,KEN,16617000,Others,Nyeri,first projection,2025-10-01,2026-01-31,3,10250,0.05
Jul 2025,KEN,16617000,Others,Nyeri,first projection,2025-10-01,2026-01-31,4,0,0
Jul 2025,KEN,16617000,Others,Nyeri,first projection,2025-10-01,2026-01-31,5,0,0
Jul 2025,KEN,16617000,Others,Samburu,current,2025-07-01,2025-09-30,all,348000,1.0
Jul 2025,KEN,16617000,Others,Samburu,current,2025-07-01,2025-09-30,3+,34800,0.1
Jul 2025,KEN,16617000,Others,Samburu,current,2025-07-01,2025-09-30,1,174000,0.5
Jul 2025,KEN,16617000,Others,Samburu,current,2025-07-01,2025-09-30,2,139200,0.4
Jul 2025,KEN,16617000,Others,Samburu,current,2025-07-01,2025-09-30,3,34800,0.1
Jul 2025,KEN,16617000,Others,Samburu,current,2025-07-01,2025-09-30,4,0,0
Jul 2025,KEN,16617000,Others,Samburu,current,2025-07-01,2025-09-30,5,0,0
Jul 2025,KEN,16617000,Others,Samburu,first projection,2025-10-01,2026-01-31,all,348000,1.0
Jul 2025,KEN,16617000,Others,Samburu,first projection,2025-10-01,2026-01-31,3+,34800,0.1
Jul 2025,KEN,16617000,Others,Samburu,first projection,2025-10-01,2026-01-31,1,191400,0.55
Jul 2025,KEN,16617000,Others,Samburu,first projection,2025-10-01,2026-01-31,2,121799,0.35
Jul 2025,KEN,16617000,Others,Samburu,first projection,2025-10-01,2026-01-31,3,34800,0.1
Jul 2025,KEN,16617000,Others,Samburu,first projection,2025-10-01,2026-01-31,4,0,0
Jul 2025,KEN,16617000,Others,Samburu,first projection,2025-10-01,2026-01-31,5,0,0
Feb 2025,KEN,16617000,Others,Marsabit,current,2025-02-01,2025-03-31,all,515000,1.0
Feb 2025,KEN,16617000,Others,Marsabit,current,2025-02-01,2025-03-31,3+,128750,0.25
Feb 2025,KEN,16617000,Others,Marsabit,current,2025-02-01,2025-03-31,1,128750,0.25
Feb 2025,KEN,16617000,Others,Marsabit,current,2025-02-01,2025-03-31,2,257500,0.5
Feb 2025,KEN,16617000,Others,Marsabit,current,2025-02-01,2025-03-31,3,103000,0.2
Feb 2025,KEN,16617000,Others,Marsabit,current,2025-02-01,2025-03-31,4,25750,0.05
Feb 2025,KEN,16617000,Others,Marsabit,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Marsabit,first projection,2025-04-01,2025-06-30,all,515000,1.0
Feb 2025,KEN,16617000,Others,Marsabit,first projection,2025-04-01,2025-06-30,3+,180250,0.35
Feb 2025,KEN,16617000,Others,Marsabit,first projection,2025-04-01,2025-06-30,1,103000,0.2
Feb 2025,KEN,16617000,Others,Marsabit,first projection,2025-04-01,2025-06-30,2,231750,0.45
Feb 2025,KEN,16617000,Others,Marsabit,first projection,2025-04-01,2025-06-30,3,128750,0.25
Feb 2025,KEN,16617000,Others,Marsabit,first projection,2025-04-01,2025-06-30,4,51500,0.1
Feb 2025,KEN,16617000,Others,Marsabit,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Baringo,current,2025-02-01,2025-03-31,all,733000,1.0
Feb 2025,KEN,16617000,Others,Baringo,current,2025-02-01,2025-03-31,3+,73300,0.1
Feb 2025,KEN,16617000,Others,Baringo,current,2025-02-01,2025-03-31,1,293200,0.4
Feb 2025,KEN,16617000,Others,Baringo,current,2025-02-01,2025-03-31,2,366500,0.5
Feb 2025,KEN,16617000,Others,Baringo,current,2025-02-01,2025-03-31,3,73300,0.1
Feb 2025,KEN,16617000,Others,Baringo,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Baringo,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Baringo,first projection,2025-04-01,2025-06-30,all,733000,1.0
Feb 2025,KEN,16617000,Others,Baringo,first projection,2025-04-01,2025-06-30,3+,146600,0.2
Feb 2025,KEN,16617000,Others,Baringo,first projection,2025-04-01,2025-06-30,1,256549,0.35
Feb 2025,KEN,16617000,Others,Baringo,first projection,2025-04-01,2025-06-30,2,329850,0.45
Feb 2025,KEN,16617000,Others,Baringo,first projection,2025-04-01,2025-06-30,3,146600,0.2
Feb 2025,KEN,16617000,Others,Baringo,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,Baringo,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Embu,current,2025-02-01,2025-03-31,all,281000,1.0
Feb 2025,KEN,16617000,Others,Embu,current,2025-02-01,2025-03-31,3+,14050,0.05
Feb 2025,KEN,16617000,Others,Embu,current,2025-02-01,2025-03-31,1,154550,0.55
Feb 2025,KEN,16617000,Others,Embu,current,2025-02-01,2025-03-31,2,112400,0.4
Feb 2025,KEN,16617000,Others,Embu,current,2025-02-01,2025-03-31,3,14050,0.05
Feb 2025,KEN,16617000,Others,Embu,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Embu,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Embu,first projection,2025-04-01,2025-06-30,all,281000,1.0
Feb 2025,KEN,16617000,Others,Embu,first projection,2025-04-01,2025-06-30,3+,28100,0.1
Feb 2025,KEN,16617000,Others,Embu,first projection,2025-04-01,2025-06-30,1,126450,0.45
Feb 2025,KEN,16617000,Others,Embu,first projection,2025-04-01,2025-06-30,2,126450,0.45
Feb 2025,KEN,16617000,Others,Embu,first projection,2025-04-01,2025-06-30,3,28100,0.1
Feb 2025,KEN,16617000,Others,Embu,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,Embu,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Meru,current,2025-02-01,2025-03-31,all,795000,1.0
Feb 2025,KEN,16617000,Others,Meru,current,2025-02-01,2025-03-31,3+,119250,0.15
Feb 2025,KEN,16617000,Others,Meru,current,2025-02-01,2025-03-31,1,318000,0.4
Feb 2025,KEN,16617000,Others,Meru,current,2025-02-01,2025-03-31,2,357750,0.45
Feb 2025,KEN,16617000,Others,Meru,current,2025-02-01,2025-03-31,3,119250,0.15
Feb 2025,KEN,16617000,Others,Meru,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Meru,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Meru,first projection,2025-04-01,2025-06-30,all,795000,1.0
Feb 2025,KEN,16617000,Others,Meru,first projection,2025-04-01,2025-06-30,3+,159000,0.2
Feb 2025,KEN,16617000,Others,Meru,first projection,2025-04-01,2025-06-30,1,238500,0.3
Feb 2025,KEN,16617000,Others,Meru,first projection,2025-04-01,2025-06-30,2,397500,0.5
Feb 2025,KEN,16617000,Others,Meru,first projection,2025-04-01,2025-06-30,3,159000,0.2
Feb 2025,KEN,16617000,Others,Meru,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,Meru,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Isiolo,current,2025-02-01,2025-03-31,all,316000,1.0
Feb 2025,KEN,16617000,Others,Isiolo,current,2025-02-01,2025-03-31,3+,47400,0.15
Feb 2025,KEN,16617000,Others,Isiolo,current,2025-02-01,2025-03-31,1,110600,0.35
Feb 2025,KEN,16617000,Others,Isiolo,current,2025-02-01,2025-03-31,2,158000,0.5
Feb 2025,KEN,16617000,Others,Isiolo,current,2025-02-01,2025-03-31,3,47400,0.15
Feb 2025,KEN,16617000,Others,Isiolo,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Isiolo,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Isiolo,first projection,2025-04-01,2025-06-30,all,316000,1.0
Feb 2025,KEN,16617000,Others,Isiolo,first projection,2025-04-01,2025-06-30,3+,63200,0.2
Feb 2025,KEN,16617000,Others,Isiolo,first projection,2025-04-01,2025-06-30,1,79000,0.25
Feb 2025,KEN,16617000,Others,Isiolo,first projection,2025-04-01,2025-06-30,2,173800,0.55
Feb 2025,KEN,16617000,Others,Isiolo,first projection,2025-04-01,2025-06-30,3,63200,0.2
Feb 2025,KEN,16617000,Others,Isiolo,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,Isiolo,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Kilifi,current,2025-02-01,2025-03-31,all,1577000,1.0
Feb 2025,KEN,16617000,Others,Kilifi,current,2025-02-01,2025-03-31,3+,157700,0.1
Feb 2025,KEN,16617000,Others,Kilifi,current,2025-02-01,2025-03-31,1,630800,0.4
Feb 2025,KEN,16617000,Others,Kilifi,current,2025-02-01,2025-03-31,2,788500,0.5
Feb 2025,KEN,16617000,Others,Kilifi,current,2025-02-01,2025-03-31,3,157700,0.1
Feb 2025,KEN,16617000,Others,Kilifi,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Kilifi,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Kilifi,first projection,2025-04-01,2025-06-30,all,1577000,1.0
Feb 2025,KEN,16617000,Others,Kilifi,first projection,2025-04-01,2025-06-30,3+,236550,0.15
Feb 2025,KEN,16617000,Others,Kilifi,first projection,2025-04-01,2025-06-30,1,551950,0.35
Feb 2025,KEN,16617000,Others,Kilifi,first projection,2025-04-01,2025-06-30,2,788500,0.5
Feb 2025,KEN,16617000,Others,Kilifi,first projection,2025-04-01,2025-06-30,3,236550,0.15
Feb 2025,KEN,16617000,Others,Kilifi,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,Kilifi,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Makueni,current,2025-02-01,2025-03-31,all,1042000,1.0
Feb 2025,KEN,16617000,Others,Makueni,current,2025-02-01,2025-03-31,3+,104200,0.1
Feb 2025,KEN,16617000,Others,Makueni,current,2025-02-01,2025-03-31,1,625200,0.6
Feb 2025,KEN,16617000,Others,Makueni,current,2025-02-01,2025-03-31,2,312600,0.3
Feb 2025,KEN,16617000,Others,Makueni,current,2025-02-01,2025-03-31,3,104200,0.1
Feb 2025,KEN,16617000,Others,Makueni,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Makueni,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Makueni,first projection,2025-04-01,2025-06-30,all,1042000,1.0
Feb 2025,KEN,16617000,Others,Makueni,first projection,2025-04-01,2025-06-30,3+,156300,0.15
Feb 2025,KEN,16617000,Others,Makueni,first projection,2025-04-01,2025-06-30,1,521000,0.5
Feb 2025,KEN,16617000,Others,Makueni,first projection,2025-04-01,2025-06-30,2,364700,0.35
Feb 2025,KEN,16617000,Others,Makueni,first projection,2025-04-01,2025-06-30,3,156300,0.15
Feb 2025,KEN,16617000,Others,Makueni,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,Makueni,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Laikipia,current,2025-02-01,2025-03-31,all,561000,1.0
Feb 2025,KEN,16617000,Others,Laikipia,current,2025-02-01,2025-03-31,3+,28050,0.05
Feb 2025,KEN,16617000,Others,Laikipia,current,2025-02-01,2025-03-31,1,364650,0.65
Feb 2025,KEN,16617000,Others,Laikipia,current,2025-02-01,2025-03-31,2,168300,0.3
Feb 2025,KEN,16617000,Others,Laikipia,current,2025-02-01,2025-03-31,3,28050,0.05
Feb 2025,KEN,16617000,Others,Laikipia,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Laikipia,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Laikipia,first projection,2025-04-01,2025-06-30,all,561000,1.0
Feb 2025,KEN,16617000,Others,Laikipia,first projection,2025-04-01,2025-06-30,3+,56100,0.1
Feb 2025,KEN,16617000,Others,Laikipia,first projection,2025-04-01,2025-06-30,1,280500,0.5
Feb 2025,KEN,16617000,Others,Laikipia,first projection,2025-04-01,2025-06-30,2,224400,0.4
Feb 2025,KEN,16617000,Others,Laikipia,first projection,2025-04-01,2025-06-30,3,56100,0.1
Feb 2025,KEN,16617000,Others,Laikipia,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,Laikipia,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Kwale,current,2025-02-01,2025-03-31,all,944000,1.0
Feb 2025,KEN,16617000,Others,Kwale,current,2025-02-01,2025-03-31,3+,141600,0.15
Feb 2025,KEN,16617000,Others,Kwale,current,2025-02-01,2025-03-31,1,330400,0.35
Feb 2025,KEN,16617000,Others,Kwale,current,2025-02-01,2025-03-31,2,472000,0.5
Feb 2025,KEN,16617000,Others,Kwale,current,2025-02-01,2025-03-31,3,141600,0.15
Feb 2025,KEN,16617000,Others,Kwale,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Kwale,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Kwale,first projection,2025-04-01,2025-06-30,all,944000,1.0
Feb 2025,KEN,16617000,Others,Kwale,first projection,2025-04-01,2025-06-30,3+,141600,0.15
Feb 2025,KEN,16617000,Others,Kwale,first projection,2025-04-01,2025-06-30,1,283200,0.3
Feb 2025,KEN,16617000,Others,Kwale,first projection,2025-04-01,2025-06-30,2,519200,0.55
Feb 2025,KEN,16617000,Others,Kwale,first projection,2025-04-01,2025-06-30,3,141600,0.15
Feb 2025,KEN,16617000,Others,Kwale,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,Kwale,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Mandera,current,2025-02-01,2025-03-31,all,959000,1.0
Feb 2025,KEN,16617000,Others,Mandera,current,2025-02-01,2025-03-31,3+,287700,0.3
Feb 2025,KEN,16617000,Others,Mandera,current,2025-02-01,2025-03-31,1,239750,0.25
Feb 2025,KEN,16617000,Others,Mandera,current,2025-02-01,2025-03-31,2,431550,0.45
Feb 2025,KEN,16617000,Others,Mandera,current,2025-02-01,2025-03-31,3,239750,0.25
Feb 2025,KEN,16617000,Others,Mandera,current,2025-02-01,2025-03-31,4,47950,0.05
Feb 2025,KEN,16617000,Others,Mandera,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Mandera,first projection,2025-04-01,2025-06-30,all,959000,1.0
Feb 2025,KEN,16617000,Others,Mandera,first projection,2025-04-01,2025-06-30,3+,335650,0.35
Feb 2025,KEN,16617000,Others,Mandera,first projection,2025-04-01,2025-06-30,1,191800,0.2
Feb 2025,KEN,16617000,Others,Mandera,first projection,2025-04-01,2025-06-30,2,431550,0.45
Feb 2025,KEN,16617000,Others,Mandera,first projection,2025-04-01,2025-06-30,3,287700,0.3
Feb 2025,KEN,16617000,Others,Mandera,first projection,2025-04-01,2025-06-30,4,47950,0.05
Feb 2025,KEN,16617000,Others,Mandera,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,TANA RIVER,current,2025-02-01,2025-03-31,all,353000,1.0
Feb 2025,KEN,16617000,Others,TANA RIVER,current,2025-02-01,2025-03-31,3+,52950,0.15
Feb 2025,KEN,16617000,Others,TANA RIVER,current,2025-02-01,2025-03-31,1,123549,0.35
Feb 2025,KEN,16617000,Others,TANA RIVER,current,2025-02-01,2025-03-31,2,176500,0.5
Feb 2025,KEN,16617000,Others,TANA RIVER,current,2025-02-01,2025-03-31,3,52950,0.15
Feb 2025,KEN,16617000,Others,TANA RIVER,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,TANA RIVER,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,TANA RIVER,first projection,2025-04-01,2025-06-30,all,353000,1.0
Feb 2025,KEN,16617000,Others,TANA RIVER,first projection,2025-04-01,2025-06-30,3+,70600,0.2
Feb 2025,KEN,16617000,Others,TANA RIVER,first projection,2025-04-01,2025-06-30,1,105900,0.3
Feb 2025,KEN,16617000,Others,TANA RIVER,first projection,2025-04-01,2025-06-30,2,176500,0.5
Feb 2025,KEN,16617000,Others,TANA RIVER,first projection,2025-04-01,2025-06-30,3,70600,0.2
Feb 2025,KEN,16617000,Others,TANA RIVER,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,TANA RIVER,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Taita,current,2025-02-01,2025-03-31,all,364000,1.0
Feb 2025,KEN,16617000,Others,Taita,current,2025-02-01,2025-03-31,3+,18200,0.05
Feb 2025,KEN,16617000,Others,Taita,current,2025-02-01,2025-03-31,1,309400,0.85
Feb 2025,KEN,16617000,Others,Taita,current,2025-02-01,2025-03-31,2,36400,0.1
Feb 2025,KEN,16617000,Others,Taita,current,2025-02-01,2025-03-31,3,18200,0.05
Feb 2025,KEN,16617000,Others,Taita,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Taita,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Taita,first projection,2025-04-01,2025-06-30,all,364000,1.0
Feb 2025,KEN,16617000,Others,Taita,first projection,2025-04-01,2025-06-30,3+,18200,0.05
Feb 2025,KEN,16617000,Others,Taita,first projection,2025-04-01,2025-06-30,1,309400,0.85
Feb 2025,KEN,16617000,Others,Taita,first projection,2025-04-01,2025-06-30,2,36400,0.1
Feb 2025,KEN,16617000,Others,Taita,first projection,2025-04-01,2025-06-30,3,18200,0.05
Feb 2025,KEN,16617000,Others,Taita,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,Taita,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Tharaka,current,2025-02-01,2025-03-31,all,178000,1.0
Feb 2025,KEN,16617000,Others,Tharaka,current,2025-02-01,2025-03-31,3+,8900,0.05
Feb 2025,KEN,16617000,Others,Tharaka,current,2025-02-01,2025-03-31,1,115700,0.65
Feb 2025,KEN,16617000,Others,Tharaka,current,2025-02-01,2025-03-31,2,53400,0.3
Feb 2025,KEN,16617000,Others,Tharaka,current,2025-02-01,2025-03-31,3,8900,0.05
Feb 2025,KEN,16617000,Others,Tharaka,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Tharaka,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Tharaka,first projection,2025-04-01,2025-06-30,all,178000,1.0
Feb 2025,KEN,16617000,Others,Tharaka,first projection,2025-04-01,2025-06-30,3+,8900,0.05
Feb 2025,KEN,16617000,Others,Tharaka,first projection,2025-04-01,2025-06-30,1,106800,0.6
Feb 2025,KEN,16617000,Others,Tharaka,first projection,2025-04-01,2025-06-30,2,62299,0.35
Feb 2025,KEN,16617000,Others,Tharaka,first projection,2025-04-01,2025-06-30,3,8900,0.05
Feb 2025,KEN,16617000,Others,Tharaka,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,Tharaka,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,West pokot,current,2025-02-01,2025-03-31,all,676000,1.0
Feb 2025,KEN,16617000,Others,West pokot,current,2025-02-01,2025-03-31,3+,33800,0.05
Feb 2025,KEN,16617000,Others,West pokot,current,2025-02-01,2025-03-31,1,405600,0.6
Feb 2025,KEN,16617000,Others,West pokot,current,2025-02-01,2025-03-31,2,236599,0.35
Feb 2025,KEN,16617000,Others,West pokot,current,2025-02-01,2025-03-31,3,33800,0.05
Feb 2025,KEN,16617000,Others,West pokot,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,West pokot,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,West pokot,first projection,2025-04-01,2025-06-30,all,676000,1.0
Feb 2025,KEN,16617000,Others,West pokot,first projection,2025-04-01,2025-06-30,3+,67600,0.1
Feb 2025,KEN,16617000,Others,West pokot,first projection,2025-04-01,2025-06-30,1,338000,0.5
Feb 2025,KEN,16617000,Others,West pokot,first projection,2025-04-01,2025-06-30,2,270400,0.4
Feb 2025,KEN,16617000,Others,West pokot,first projection,2025-04-01,2025-06-30,3,67600,0.1
Feb 2025,KEN,16617000,Others,West pokot,first projection,2025-04-01,2025-06-30,4,0,0
Feb 2025,KEN,16617000,Others,West pokot,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Wajir,current,2025-02-01,2025-03-31,all,871000,1.0
Feb 2025,KEN,16617000,Others,Wajir,current,2025-02-01,2025-03-31,3+,174200,0.2
Feb 2025,KEN,16617000,Others,Wajir,current,2025-02-01,2025-03-31,1,174200,0.2
Feb 2025,KEN,16617000,Others,Wajir,current,2025-02-01,2025-03-31,2,522600,0.6
Feb 2025,KEN,16617000,Others,Wajir,current,2025-02-01,2025-03-31,3,130650,0.15
Feb 2025,KEN,16617000,Others,Wajir,current,2025-02-01,2025-03-31,4,43550,0.05
Feb 2025,KEN,16617000,Others,Wajir,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Wajir,first projection,2025-04-01,2025-06-30,all,871000,1.0
Feb 2025,KEN,16617000,Others,Wajir,first projection,2025-04-01,2025-06-30,3+,217750,0.25
Feb 2025,KEN,16617000,Others,Wajir,first projection,2025-04-01,2025-06-30,1,130650,0.15
Feb 2025,KEN,16617000,Others,Wajir,first projection,2025-04-01,2025-06-30,2,522600,0.6
Feb 2025,KEN,16617000,Others,Wajir,first projection,2025-04-01,2025-06-30,3,174200,0.2
Feb 2025,KEN,16617000,Others,Wajir,first projection,2025-04-01,2025-06-30,4,43550,0.05
Feb 2025,KEN,16617000,Others,Wajir,first projection,2025-04-01,2025-06-30,5,0,0
Feb 2025,KEN,16617000,Others,Narok,current,2025-02-01,2025-03-31,all,1284000,1.0
Feb 2025,KEN,16617000,Others,Narok,current,2025-02-01,2025-03-31,3+,64200,0.05
Feb 2025,KEN,16617000,Others,Narok,current,2025-02-01,2025-03-31,1,1091400,0.85
Feb 2025,KEN,16617000,Others,Narok,current,2025-02-01,2025-03-31,2,128400,0.1
Feb 2025,KEN,16617000,Others,Narok,current,2025-02-01,2025-03-31,3,64200,0.05
Feb 2025,KEN,16617000,Others,Narok,current,2025-02-01,2025-03-31,4,0,0
Feb 2025,KEN,16617000,Others,Narok,current,2025-02-01,2025-03-31,5,0,0
Feb 2025,KEN,16617000,Others,Narok,first projection,2025-04-01,2025-06-30,all,1284000,1.0
Feb 2025,KEN,16617000,Others,Narok,first projection,2025-04-01,2025-06-30,3+,64200,0.05
Feb 2025,KEN,16617000,Others,Narok,first projection,2025-04-01,2025-06-30,1,1091400,0.85
Feb 2025,KEN,16617000,Others,Narok,first projection,2025-04-01,2025-06-30,2,128400,0.1
