Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Aug 2020,KEN,17909824,ASAL Counties,Turkana,first projection,2020-10-01,2020-12-31,2,556186,0.6
Aug 2020,KEN,17909824,ASAL Counties,Turkana,first projection,2020-10-01,2020-12-31,3,92698,0.1
Aug 2020,KEN,17909824,ASAL Counties,Turkana,first projection,2020-10-01,2020-12-31,4,46349,0.05
Aug 2020,KEN,17909824,ASAL Counties,Turkana,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,current,2020-08-01,2020-09-30,all,518560,1.0
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,current,2020-08-01,2020-09-30,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,current,2020-08-01,2020-09-30,1,337064,0.65
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,current,2020-08-01,2020-09-30,2,181496,0.35
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,current,2020-08-01,2020-09-30,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,first projection,2020-10-01,2020-12-31,all,518560,1.0
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,first projection,2020-10-01,2020-12-31,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,first projection,2020-10-01,2020-12-31,1,311136,0.6
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,first projection,2020-10-01,2020-12-31,2,207424,0.4
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,first projection,2020-10-01,2020-12-31,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,first projection,2020-10-01,2020-12-31,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Laikipia,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,current,2020-08-01,2020-09-30,all,268002,1.0
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,current,2020-08-01,2020-09-30,3+,26800,0.1
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,current,2020-08-01,2020-09-30,1,134001,0.5
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,current,2020-08-01,2020-09-30,2,107201,0.4
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,current,2020-08-01,2020-09-30,3,26800,0.1
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,first projection,2020-10-01,2020-12-31,all,268002,1.0
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,first projection,2020-10-01,2020-12-31,3+,40200,0.15
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,first projection,2020-10-01,2020-12-31,1,107201,0.4
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,first projection,2020-10-01,2020-12-31,2,120601,0.45
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,first projection,2020-10-01,2020-12-31,3,26800,0.1
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,first projection,2020-10-01,2020-12-31,4,13400,0.05
Aug 2020,KEN,17909824,ASAL Counties,Isiolo,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Wajir,current,2020-08-01,2020-09-30,all,781260,1.0
Aug 2020,KEN,17909824,ASAL Counties,Wajir,current,2020-08-01,2020-09-30,3+,117189,0.15
Aug 2020,KEN,17909824,ASAL Counties,Wajir,current,2020-08-01,2020-09-30,1,234378,0.3
Aug 2020,KEN,17909824,ASAL Counties,Wajir,current,2020-08-01,2020-09-30,2,429693,0.55
Aug 2020,KEN,17909824,ASAL Counties,Wajir,current,2020-08-01,2020-09-30,3,117189,0.15
Aug 2020,KEN,17909824,ASAL Counties,Wajir,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Wajir,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Wajir,first projection,2020-10-01,2020-12-31,all,781260,1.0
Aug 2020,KEN,17909824,ASAL Counties,Wajir,first projection,2020-10-01,2020-12-31,3+,117189,0.15
Aug 2020,KEN,17909824,ASAL Counties,Wajir,first projection,2020-10-01,2020-12-31,1,234378,0.3
Aug 2020,KEN,17909824,ASAL Counties,Wajir,first projection,2020-10-01,2020-12-31,2,429693,0.55
Aug 2020,KEN,17909824,ASAL Counties,Wajir,first projection,2020-10-01,2020-12-31,3,78126,0.1
Aug 2020,KEN,17909824,ASAL Counties,Wajir,first projection,2020-10-01,2020-12-31,4,39063,0.05
Aug 2020,KEN,17909824,ASAL Counties,Wajir,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kwale,current,2020-08-01,2020-09-30,all,866820,1.0
Aug 2020,KEN,17909824,ASAL Counties,Kwale,current,2020-08-01,2020-09-30,3+,43341,0.05
Aug 2020,KEN,17909824,ASAL Counties,Kwale,current,2020-08-01,2020-09-30,1,520092,0.6
Aug 2020,KEN,17909824,ASAL Counties,Kwale,current,2020-08-01,2020-09-30,2,303387,0.35
Aug 2020,KEN,17909824,ASAL Counties,Kwale,current,2020-08-01,2020-09-30,3,43341,0.05
Aug 2020,KEN,17909824,ASAL Counties,Kwale,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kwale,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kwale,first projection,2020-10-01,2020-12-31,all,866820,1.0
Aug 2020,KEN,17909824,ASAL Counties,Kwale,first projection,2020-10-01,2020-12-31,3+,43341,0.05
Aug 2020,KEN,17909824,ASAL Counties,Kwale,first projection,2020-10-01,2020-12-31,1,520092,0.6
Aug 2020,KEN,17909824,ASAL Counties,Kwale,first projection,2020-10-01,2020-12-31,2,303387,0.35
Aug 2020,KEN,17909824,ASAL Counties,Kwale,first projection,2020-10-01,2020-12-31,3,43341,0.05
Aug 2020,KEN,17909824,ASAL Counties,Kwale,first projection,2020-10-01,2020-12-31,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kwale,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Makueni,current,2020-08-01,2020-09-30,all,987653,1.0
Aug 2020,KEN,17909824,ASAL Counties,Makueni,current,2020-08-01,2020-09-30,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Makueni,current,2020-08-01,2020-09-30,1,691357,0.7
Aug 2020,KEN,17909824,ASAL Counties,Makueni,current,2020-08-01,2020-09-30,2,296296,0.3
Aug 2020,KEN,17909824,ASAL Counties,Makueni,current,2020-08-01,2020-09-30,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Makueni,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Makueni,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Makueni,first projection,2020-10-01,2020-12-31,all,987653,1.0
Aug 2020,KEN,17909824,ASAL Counties,Makueni,first projection,2020-10-01,2020-12-31,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Makueni,first projection,2020-10-01,2020-12-31,1,691357,0.7
Aug 2020,KEN,17909824,ASAL Counties,Makueni,first projection,2020-10-01,2020-12-31,2,296296,0.3
Aug 2020,KEN,17909824,ASAL Counties,Makueni,first projection,2020-10-01,2020-12-31,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Makueni,first projection,2020-10-01,2020-12-31,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Makueni,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,West pokot,current,2020-08-01,2020-09-30,all,621241,1.0
Aug 2020,KEN,17909824,ASAL Counties,West pokot,current,2020-08-01,2020-09-30,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,West pokot,current,2020-08-01,2020-09-30,1,528055,0.85
Aug 2020,KEN,17909824,ASAL Counties,West pokot,current,2020-08-01,2020-09-30,2,93186,0.15
Aug 2020,KEN,17909824,ASAL Counties,West pokot,current,2020-08-01,2020-09-30,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,West pokot,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,West pokot,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,West pokot,first projection,2020-10-01,2020-12-31,all,621241,1.0
Aug 2020,KEN,17909824,ASAL Counties,West pokot,first projection,2020-10-01,2020-12-31,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,West pokot,first projection,2020-10-01,2020-12-31,1,528055,0.85
Aug 2020,KEN,17909824,ASAL Counties,West pokot,first projection,2020-10-01,2020-12-31,2,93186,0.15
Aug 2020,KEN,17909824,ASAL Counties,West pokot,first projection,2020-10-01,2020-12-31,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,West pokot,first projection,2020-10-01,2020-12-31,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,West pokot,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,current,2020-08-01,2020-09-30,all,459785,1.0
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,current,2020-08-01,2020-09-30,3+,68968,0.15
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,current,2020-08-01,2020-09-30,1,206903,0.45
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,current,2020-08-01,2020-09-30,2,183914,0.4
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,current,2020-08-01,2020-09-30,3,68968,0.15
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,first projection,2020-10-01,2020-12-31,all,459785,1.0
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,first projection,2020-10-01,2020-12-31,3+,68968,0.15
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,first projection,2020-10-01,2020-12-31,1,137936,0.3
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,first projection,2020-10-01,2020-12-31,2,252882,0.55
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,first projection,2020-10-01,2020-12-31,3,45979,0.1
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,first projection,2020-10-01,2020-12-31,4,22989,0.05
Aug 2020,KEN,17909824,ASAL Counties,Marsabit,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,current,2020-08-01,2020-09-30,all,1453787,1.0
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,current,2020-08-01,2020-09-30,3+,72689,0.05
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,current,2020-08-01,2020-09-30,1,1017651,0.7
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,current,2020-08-01,2020-09-30,2,363447,0.25
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,current,2020-08-01,2020-09-30,3,72689,0.05
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,first projection,2020-10-01,2020-12-31,all,1453787,1.0
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,first projection,2020-10-01,2020-12-31,3+,72689,0.05
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,first projection,2020-10-01,2020-12-31,1,944962,0.65
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,first projection,2020-10-01,2020-12-31,2,436136,0.3
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,first projection,2020-10-01,2020-12-31,3,72689,0.05
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,first projection,2020-10-01,2020-12-31,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kilifi,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Taita,current,2020-08-01,2020-09-30,all,340671,1.0
Aug 2020,KEN,17909824,ASAL Counties,Taita,current,2020-08-01,2020-09-30,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Taita,current,2020-08-01,2020-09-30,1,306604,0.9
Aug 2020,KEN,17909824,ASAL Counties,Taita,current,2020-08-01,2020-09-30,2,34067,0.1
Aug 2020,KEN,17909824,ASAL Counties,Taita,current,2020-08-01,2020-09-30,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Taita,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Taita,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Taita,first projection,2020-10-01,2020-12-31,all,340671,1.0
Aug 2020,KEN,17909824,ASAL Counties,Taita,first projection,2020-10-01,2020-12-31,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Taita,first projection,2020-10-01,2020-12-31,1,272537,0.8
Aug 2020,KEN,17909824,ASAL Counties,Taita,first projection,2020-10-01,2020-12-31,2,68134,0.2
Aug 2020,KEN,17909824,ASAL Counties,Taita,first projection,2020-10-01,2020-12-31,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Taita,first projection,2020-10-01,2020-12-31,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Taita,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,current,2020-08-01,2020-09-30,all,1117840,1.0
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,current,2020-08-01,2020-09-30,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,current,2020-08-01,2020-09-30,1,670704,0.6
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,current,2020-08-01,2020-09-30,2,447136,0.4
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,current,2020-08-01,2020-09-30,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,first projection,2020-10-01,2020-12-31,all,1117840,1.0
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,first projection,2020-10-01,2020-12-31,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,first projection,2020-10-01,2020-12-31,1,614812,0.55
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,first projection,2020-10-01,2020-12-31,2,503028,0.45
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,first projection,2020-10-01,2020-12-31,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,first projection,2020-10-01,2020-12-31,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Kajiado,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,current,2020-08-01,2020-09-30,all,198901,1.0
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,current,2020-08-01,2020-09-30,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,current,2020-08-01,2020-09-30,1,169066,0.85
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,current,2020-08-01,2020-09-30,2,29835,0.15
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,current,2020-08-01,2020-09-30,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,first projection,2020-10-01,2020-12-31,all,198901,1.0
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,first projection,2020-10-01,2020-12-31,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,first projection,2020-10-01,2020-12-31,1,169066,0.85
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,first projection,2020-10-01,2020-12-31,2,29835,0.15
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,first projection,2020-10-01,2020-12-31,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,first projection,2020-10-01,2020-12-31,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Nyeri,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Narok,current,2020-08-01,2020-09-30,all,1157873,1.0
Aug 2020,KEN,17909824,ASAL Counties,Narok,current,2020-08-01,2020-09-30,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Narok,current,2020-08-01,2020-09-30,1,984192,0.85
Aug 2020,KEN,17909824,ASAL Counties,Narok,current,2020-08-01,2020-09-30,2,173681,0.15
Aug 2020,KEN,17909824,ASAL Counties,Narok,current,2020-08-01,2020-09-30,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Narok,current,2020-08-01,2020-09-30,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Narok,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,ASAL Counties,Narok,first projection,2020-10-01,2020-12-31,all,1157873,1.0
Aug 2020,KEN,17909824,ASAL Counties,Narok,first projection,2020-10-01,2020-12-31,3+,0,0
Aug 2020,KEN,17909824,ASAL Counties,Narok,first projection,2020-10-01,2020-12-31,1,984192,0.85
Aug 2020,KEN,17909824,ASAL Counties,Narok,first projection,2020-10-01,2020-12-31,2,173681,0.15
Aug 2020,KEN,17909824,ASAL Counties,Narok,first projection,2020-10-01,2020-12-31,3,0,0
Aug 2020,KEN,17909824,ASAL Counties,Narok,first projection,2020-10-01,2020-12-31,4,0,0
Aug 2020,KEN,17909824,ASAL Counties,Narok,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,current,2020-08-01,2020-09-30,all,120057,1.0
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,current,2020-08-01,2020-09-30,3+,60029,0.5
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,current,2020-08-01,2020-09-30,1,24011,0.2
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,current,2020-08-01,2020-09-30,2,36017,0.3
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,current,2020-08-01,2020-09-30,3,42020,0.35
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,current,2020-08-01,2020-09-30,4,18009,0.15
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,first projection,2020-10-01,2020-12-31,all,120057,1.0
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,first projection,2020-10-01,2020-12-31,3+,60029,0.5
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,first projection,2020-10-01,2020-12-31,1,18009,0.15
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,first projection,2020-10-01,2020-12-31,2,42020,0.35
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,first projection,2020-10-01,2020-12-31,3,48023,0.4
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,first projection,2020-10-01,2020-12-31,4,12006,0.1
Aug 2020,KEN,17909824,Urban Analysis,KIBRA,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,current,2020-08-01,2020-09-30,all,539856,1.0
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,current,2020-08-01,2020-09-30,3+,215943,0.4
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,current,2020-08-01,2020-09-30,1,107971,0.2
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,current,2020-08-01,2020-09-30,2,215942,0.4
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,current,2020-08-01,2020-09-30,3,161957,0.3
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,current,2020-08-01,2020-09-30,4,53986,0.1
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,first projection,2020-10-01,2020-12-31,all,539856,1.0
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,first projection,2020-10-01,2020-12-31,3+,188950,0.35
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,first projection,2020-10-01,2020-12-31,1,161957,0.3
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,first projection,2020-10-01,2020-12-31,2,188950,0.35
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,first projection,2020-10-01,2020-12-31,3,134964,0.25
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,first projection,2020-10-01,2020-12-31,4,53986,0.1
Aug 2020,KEN,17909824,Urban Analysis,MUKURU,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,current,2020-08-01,2020-09-30,all,206564,1.0
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,current,2020-08-01,2020-09-30,3+,92954,0.45
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,current,2020-08-01,2020-09-30,1,41313,0.2
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,current,2020-08-01,2020-09-30,2,72297,0.35
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,current,2020-08-01,2020-09-30,3,61969,0.3
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,current,2020-08-01,2020-09-30,4,30985,0.15
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,first projection,2020-10-01,2020-12-31,all,206564,1.0
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,first projection,2020-10-01,2020-12-31,3+,103282,0.5
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,first projection,2020-10-01,2020-12-31,1,30985,0.15
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,first projection,2020-10-01,2020-12-31,2,72297,0.35
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,first projection,2020-10-01,2020-12-31,3,82626,0.4
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,first projection,2020-10-01,2020-12-31,4,20656,0.1
Aug 2020,KEN,17909824,Urban Analysis,MATHARE,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,current,2020-08-01,2020-09-30,all,82742,1.0
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,current,2020-08-01,2020-09-30,3+,20685,0.25
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,current,2020-08-01,2020-09-30,1,24823,0.3
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,current,2020-08-01,2020-09-30,2,37234,0.45
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,current,2020-08-01,2020-09-30,3,16548,0.2
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,current,2020-08-01,2020-09-30,4,4137,0.05
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,first projection,2020-10-01,2020-12-31,all,82742,1.0
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,first projection,2020-10-01,2020-12-31,3+,16548,0.2
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,first projection,2020-10-01,2020-12-31,1,24823,0.3
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,first projection,2020-10-01,2020-12-31,2,41371,0.5
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,first projection,2020-10-01,2020-12-31,3,12411,0.15
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,first projection,2020-10-01,2020-12-31,4,4137,0.05
Aug 2020,KEN,17909824,Urban Analysis,KONDELE,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,current,2020-08-01,2020-09-30,all,150369,1.0
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,current,2020-08-01,2020-09-30,3+,67666,0.45
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,current,2020-08-01,2020-09-30,1,30074,0.2
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,current,2020-08-01,2020-09-30,2,52629,0.35
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,current,2020-08-01,2020-09-30,3,52629,0.35
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,current,2020-08-01,2020-09-30,4,15037,0.1
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,first projection,2020-10-01,2020-12-31,all,150369,1.0
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,first projection,2020-10-01,2020-12-31,3+,75185,0.5
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,first projection,2020-10-01,2020-12-31,1,22555,0.15
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,first projection,2020-10-01,2020-12-31,2,52629,0.35
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,first projection,2020-10-01,2020-12-31,3,60148,0.4
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,first projection,2020-10-01,2020-12-31,4,15037,0.1
Aug 2020,KEN,17909824,Urban Analysis,KANGEMI,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,current,2020-08-01,2020-09-30,all,291565,1.0
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,current,2020-08-01,2020-09-30,3+,131205,0.45
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,current,2020-08-01,2020-09-30,1,58313,0.2
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,current,2020-08-01,2020-09-30,2,102048,0.35
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,current,2020-08-01,2020-09-30,3,102048,0.35
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,current,2020-08-01,2020-09-30,4,29157,0.1
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,current,2020-08-01,2020-09-30,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,first projection,2020-10-01,2020-12-31,all,291565,1.0
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,first projection,2020-10-01,2020-12-31,3+,145783,0.5
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,first projection,2020-10-01,2020-12-31,1,43735,0.15
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,first projection,2020-10-01,2020-12-31,2,102048,0.35
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,first projection,2020-10-01,2020-12-31,3,116626,0.4
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,first projection,2020-10-01,2020-12-31,4,29157,0.1
Aug 2020,KEN,17909824,Urban Analysis,KAWANGWARE,first projection,2020-10-01,2020-12-31,5,0,0
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,current,2020-08-01,2020-09-30,all,163415,1.0
Aug 2020,KEN,17909824,Urban Analysis,BANGLADESH,current,2020-08-01,2020-09-30,3+,89879,0.55
